,title,titleUrl,time,channelName,category
5523, Recorde Pessoal na Meia Maratona Cidade de São Paulo - #missaosub4,https://www.youtube.com/watch?v=XKM4-YdhhFc,2019-01-16 17:46:08.173000-02:00,Canal Corredores,Sports
5524, MEIA MARATONA É A PREFERIDA (FEAT. CORRIDA NO AR) | HASTA MADRID #4,https://www.youtube.com/watch?v=h0O8CGrYqwM,2019-01-16 17:45:43.654000-02:00,Tênis Certo,Sports
5525, Promessas 2019: inicie o ano investindo - Gustavo Cerbasi,https://www.youtube.com/watch?v=9zVjVfyyOps,2019-01-03 13:45:41.749000-02:00,BTG Pactual digital,Education
5526," Teile, Zaga, Laga",https://www.youtube.com/watch?v=OeBbYLR8Ejk,2018-10-31 22:51:13.440000-03:00,Portal Jatobá,People & Blogs
5527, 4 Coolest Architecture Transformations,https://www.youtube.com/watch?v=HEX2fwVUF8Q,2018-10-31 20:58:00.614000-03:00,Interesting Facts,People & Blogs
5528," Lembra da noiva ""mais feia do mundo""? veja como ela está hoje",https://www.youtube.com/watch?v=kInEGF9cpI4,2018-10-31 20:57:18.610000-03:00,Mata Curiosidade,Entertainment
5529, SELENA GOMEZ TAKI TAKI  MAKEUP  + FASHION REVIEW: LATIN AMAS,https://www.youtube.com/watch?v=g_rj9rSzj1U,2018-10-31 20:57:04.818000-03:00,Amy Serrano,Howto & Style
5530, Proof Families Can Live In A Tiny House,https://www.youtube.com/watch?v=xIQGC0M9r7Q,2018-10-31 20:54:15.891000-03:00,Tiny House Listings,Entertainment
5531, PORQUE VOTAR NO BOLSONARO? 17 #ELESIM OU #ELENÃO?,https://www.youtube.com/watch?v=t0FYvydJdhU,2018-10-31 20:53:48.190000-03:00,Flavio Giusti,Howto & Style
5532, COREANO TENTANDO ADIVINHAR A IDADE DE MULHERES BRASILEIRAS #1,https://www.youtube.com/watch?v=z0jgxmMBVgo,2018-10-29 18:06:01.543000-03:00,Mandy Candy,People & Blogs
5533, Substrato para suculentas - Plantando 2 espécies de suculentas | Página da kika,https://www.youtube.com/watch?v=QKboVLRN2mY,2018-10-29 09:25:09.082000-03:00,Página da Kika,People & Blogs
5534, COMO PLANTAR SUCULENTAS,https://www.youtube.com/watch?v=4dR92DF-I_k,2018-10-29 09:23:03.228000-03:00,RECANTO ECOLÓGICO SABURO - Plantas em Brasilia,People & Blogs
5535, MASSIVE FALL THRIFT HAUL (so many amazing finds!!) ♡,https://www.youtube.com/watch?v=gJqvHYOgHOE,2018-10-27 14:37:43.443000-03:00,Jessica Neistadt,Howto & Style
5536, THRIFT WITH ME AT THE LARGEST THRIFT STORE IN LA ♡,https://www.youtube.com/watch?v=m9Jxad4o2mg,2018-10-27 14:27:54.446000-03:00,Jessica Neistadt,Howto & Style
5537, TOUR DE PAPELARIA NA ALEMANHA | Nath Araújo,https://www.youtube.com/watch?v=WlCTObvRD98,2018-10-27 14:26:45.191000-03:00,Nath Araujo,People & Blogs
5538, AS VERDADEIRAS HISTÓRIAS DOS FILMES DA DISNEY,https://www.youtube.com/watch?v=JqHGrh88fLI,2018-10-27 13:46:15.507000-03:00,Você Sabia?,Entertainment
5539, O MISTÉRIO DO TRIANGULO DAS BERMUDAS FOI RESOLVIDO !!,https://www.youtube.com/watch?v=-5_oc0kSXZY,2018-10-27 13:36:01.415000-03:00,Você Sabia?,Entertainment
5540, Bolo de Coco Vegano (sem leite e ovo),https://www.youtube.com/watch?v=N2KlqNMIWk0,2018-10-27 07:41:54.379000-03:00,Presunto Vegetariano,Howto & Style
5541," SÉRUM, ETIQUETADORA E LIVROS DA RIQUEZA | por Isa Ribeiro - Na nossa vida",https://www.youtube.com/watch?v=vvVikI--5g4,2018-10-26 15:35:59.495000-03:00,Isa Ribeiro,People & Blogs
5542, Dois lados de um mesmo término,https://www.youtube.com/watch?v=op-gsK1ypBI,2018-10-26 14:45:49.894000-03:00,BuzzFeed Brasil,People & Blogs
5543, EMPADÃO VEGANO,https://www.youtube.com/watch?v=CRmKhhQ1Xm8,2018-10-26 13:30:55.228000-03:00,Veganagem,People & Blogs
5544, TOP 5 BEST house for a cat out of cardboard,https://www.youtube.com/watch?v=b3Em1y59dNs,2018-10-26 13:16:56.497000-03:00,KmiX,People & Blogs
5545, 5 Adorable DIY Projects For Your Cat,https://www.youtube.com/watch?v=glHuUFdPlw4,2018-10-26 13:16:45.342000-03:00,BuzzFeed Nifty,Pets & Animals
5546, How to Make a Cardboard Fish for your Cat,https://www.youtube.com/watch?v=SdgtbT6xy-Y,2018-10-26 13:12:56.333000-03:00,Cat Lessons,Pets & Animals
5547, How to make a house for a cat out of cardboard,https://www.youtube.com/watch?v=uvrlbPfbq98,2018-10-26 13:10:35.747000-03:00,KmiX,People & Blogs
5548, 12 LOVELY CRAFTS FOR YOUR PETS,https://www.youtube.com/watch?v=bsh4kFIiHKE,2018-10-26 13:10:06.726000-03:00,5-Minute Crafts PLAY,Howto & Style
5549, Transform a Simple Box into a Cat House,https://www.youtube.com/watch?v=y_Q9k7vY4AQ,2018-10-26 13:04:48.406000-03:00,Cat Lessons,Pets & Animals
5550, SIMPLES E FÁCIL!! Aprenda a Fazer um BANQUINHO DE PAPELÃO - DIY HOW TO MAKE CARDBOARD STOOL,https://www.youtube.com/watch?v=G6bxvfvpfz4,2018-10-26 12:58:27.961000-03:00,Maria Amora,Entertainment
5551," Teile, Zaga, Laga",https://www.youtube.com/watch?v=OeBbYLR8Ejk,2018-10-26 09:38:29.025000-03:00,Portal Jatobá,People & Blogs
5552, 5 BOLOS VEGANOS NO POTE | FAÇA E VENDA,https://www.youtube.com/watch?v=Fj-mR6MwPmQ,2018-10-22 17:34:15.297000-03:00,Flavio Giusti,Howto & Style
5553, NUTRI REAGINDO A DIETA DA KELLY KEY -13 KG EM 2 MESES?,https://www.youtube.com/watch?v=wrKLwpkOEF0,2018-10-22 17:26:52.103000-03:00,Bia Saito,Entertainment
5554," Teile, Zaga, Laga",https://www.youtube.com/watch?v=OeBbYLR8Ejk,2018-10-18 18:11:05.354000-03:00,Portal Jatobá,People & Blogs
5555, SORVETE VEGANO HAAGEN DAZS COOKIES AND CREAM (Receita Fácil),https://www.youtube.com/watch?v=FtNVMYVOEJ8,2018-10-16 11:08:06.246000-03:00,Flavio Giusti,Howto & Style
5556, TORTA FÁCIL DE LIQUIDIFICADOR (SEM OVO • VEGANA),https://www.youtube.com/watch?v=nFCwmASM6Vk,2018-10-16 11:05:19.711000-03:00,Flavio Giusti,Howto & Style
5557, FULL DAY OF EATING » plant based ☆,https://www.youtube.com/watch?v=_tjUUwv1d6I,2018-10-15 09:44:25.578000-03:00,Alyse Parker,Entertainment
5558, NEW HOME TOUR » finally all moved in 🙂,https://www.youtube.com/watch?v=XvtomIz7wtA,2018-10-15 09:43:48.423000-03:00,Alyse Parker,Entertainment
5559, Why I'm Not 100% Vegan [Sarah Therese],https://www.youtube.com/watch?v=KxxiCD5mteI,2018-10-15 09:40:25.041000-03:00,Joey Carbstrong,Entertainment
5560," QUICK, EASY, CONVENIENT | EPIC VEGAN MEALS | EP 7",https://www.youtube.com/watch?v=eHDNT8Zq39c,2018-10-15 09:35:20.403000-03:00,Joey Carbstrong,Entertainment
5561, The Most Important Question He Will Ever Ask...,https://www.youtube.com/watch?v=QsV0GvRbuhY,2018-10-15 09:28:38.883000-03:00,Joey Carbstrong,Entertainment
5562, LONGA METRAGEM DE RECEBIDOS! 🙀 | Nath Araújo,https://www.youtube.com/watch?v=uCuQ9e_yZUs,2018-10-15 09:18:12.510000-03:00,Nath Araujo,People & Blogs
5563, Peito no Pullover com Haltere,https://www.youtube.com/watch?v=JIXftJwrZrw,2018-10-15 08:41:17.825000-03:00,MyTrainingPRO,Sports
5564, Desenvolvimento de Ombros com Halteres,https://www.youtube.com/watch?v=Nu1lKrS-Vvw,2018-10-15 08:17:59.380000-03:00,MyTrainingPRO,Sports
5565, Crucifixo Alternado,https://www.youtube.com/watch?v=X0BY9sBHz8Q,2018-10-15 08:17:13.891000-03:00,Academia São José de Vila Matilde,People & Blogs
5566," SILICONE, RELACIONAMENTO ABERTO COM ERASMO E RELIGIÃO #pugliresponde",https://www.youtube.com/watch?v=rradeHrPyVY,2018-10-12 11:10:29.092000-03:00,Vendi Meu Sofá com Gabriela Pugliesi,People & Blogs
5567, GANHEI a corrida e chorei no parque! EPCOT | Lu Ferreira,https://www.youtube.com/watch?v=9lxC5W7WAHE,2018-10-11 08:04:50.333000-03:00,Lu Ferreira,Howto & Style
5568, TOUR NA NOSSA VIDA #hellocidades | por Isa Ribeiro - Na nossa vida,https://www.youtube.com/watch?v=-HLRTC4xhM0,2018-10-11 08:04:27.857000-03:00,Isa Ribeiro,People & Blogs
5569, CONHEÇA SUAS PEQUENAS FELICIDADES | por Isa Ribeiro - Na nossa vida,https://www.youtube.com/watch?v=RDK30WKWMYk,2018-10-11 08:04:08.638000-03:00,Isa Ribeiro,People & Blogs
5570, Vegan Almost 20 Years | WHAT I EAT IN A DAY!,https://www.youtube.com/watch?v=v0YzDXci8m8,2018-10-09 07:34:18.706000-03:00,Off Grid Athlete,Education
5571, Confronting Vegan Protest Brought Her To Tears...,https://www.youtube.com/watch?v=2uZoJpK4hI0,2018-10-09 07:18:13.464000-03:00,Joey Carbstrong,Entertainment
5572, Why I'm not Vegan or Zero Waste anymore,https://www.youtube.com/watch?v=OsPuOGw0ST0,2018-10-09 07:10:33.515000-03:00,The Fairly Local Family,People & Blogs
5573, Peito no Pullover com Haltere,https://www.youtube.com/watch?v=JIXftJwrZrw,2018-10-09 06:15:36.306000-03:00,MyTrainingPRO,Sports
5574, DESENHANDO UMA ALBINA (agora vai!) | Nath Araújo,https://www.youtube.com/watch?v=D2CX3KULwZw,2018-10-04 08:50:34.131000-03:00,Nath Araujo,People & Blogs
5575, REFORMA NO ATELIÊ | Nath Araújo,https://www.youtube.com/watch?v=ia-l3dnf9YM,2018-10-04 08:45:17.422000-03:00,Nath Araujo,People & Blogs
5576, O QUE TEM NA MINHA GELADEIRA E DESPENSA,https://www.youtube.com/watch?v=iqTn7aD8Ug0,2018-10-02 06:49:59.272000-03:00,Vendi Meu Sofá com Gabriela Pugliesi,People & Blogs
5577," REDE GLOBO, EVOLUÇÃO E FAMÍLIA FT RAFA BRITES",https://www.youtube.com/watch?v=o29Ec0kkU9I,2018-10-02 06:49:39.552000-03:00,Vendi Meu Sofá com Gabriela Pugliesi,People & Blogs
5578, QUEM PUGLIESI SE TORNOU DEPOIS DOS 30?,https://www.youtube.com/watch?v=3xE-DZC2XfY,2018-10-01 14:46:41.783000-03:00,Vendi Meu Sofá com Gabriela Pugliesi,People & Blogs
5579, COMO TOMAMOS BANHO,https://www.youtube.com/watch?v=8zwGRnHqhis,2018-10-01 07:08:33.611000-03:00,Fernanda Silva, Film & Animation
5580, Why Louboutin Shoes Are So Expensive | So Expensive,https://www.youtube.com/watch?v=lZPUK1GdoTY,2018-10-01 07:05:09.677000-03:00,Business Insider,Howto & Style
5581, Receita: Melhor pão sem glúten e sem lactose (sem trigo e leite),https://www.youtube.com/watch?v=oS0rUOpvr3s,2018-09-30 09:20:22.499000-03:00,Delícia SEM Glúten!,People & Blogs
5582, QUANTO EU GASTO NA FEIRA ORGÂNICA (HONESTÃO),https://www.youtube.com/watch?v=RyMgvYXD4qg,2018-09-30 08:59:32.760000-03:00,Luisa Moraleida,People & Blogs
5583, COMO SER VEGANA EM UM CHURRASCO + o que eu como em um fds fora de casa 🌿🍉🌼,https://www.youtube.com/watch?v=WVf1431edsg,2018-09-29 20:47:16.506000-03:00,Luisa Moraleida,People & Blogs
5584," O que eu como em um dia pra ser saudável 🌿 vegano, delicioso & fácil! com receita de OMELETE SEM OVO",https://www.youtube.com/watch?v=abbVypYiCaE,2018-09-29 19:07:34.205000-03:00,Luisa Moraleida,People & Blogs
5585," O que eu como em um dia 🌿 vegano, saudável & fácil! com receita de CHEESECAKE CRU e MOQUECA!",https://www.youtube.com/watch?v=-SbswokMFAc,2018-09-29 18:22:59.083000-03:00,Luisa Moraleida,People & Blogs
5586, Diário da dieta: o que eu como! | Lu Ferreira,https://www.youtube.com/watch?v=LAuJ5xcVKIs,2018-09-29 18:22:56.250000-03:00,Lu Ferreira,Howto & Style
5587, done is better than perfect,https://www.youtube.com/watch?v=VdBv1ODJ3VI,2018-09-29 18:22:10.903000-03:00,vanessa,People & Blogs
5588, COMPRINHAS ARTÍSTICAS | Nath Araújo,https://www.youtube.com/watch?v=32KT9970kCc,2018-09-27 08:41:10.422000-03:00,Nath Araujo,People & Blogs
5589, TOUR PAPELARIAS NA LIBERDADE | Primeiro Rabisco,https://www.youtube.com/watch?v=2qTSiyzVryQ,2018-09-27 08:32:44.220000-03:00,Marina Viabone,Howto & Style
5590, Women of Different Salaries on their Biggest Luxuries | Glamour,https://www.youtube.com/watch?v=dIwlulh5J2A,2018-09-27 08:28:58.341000-03:00,Glamour,Entertainment
5591, Fazendo a festa de aniversário do Homem Aranha | Lu Ferreira | Chata de Galocha,https://www.youtube.com/watch?v=lbb3lt2sQsY,2018-09-26 18:19:33.533000-03:00,Lu Ferreira,Howto & Style
5592, O QUE EU COMO EM UM DIA #3 | +100G DE PROTEÍNA: VEGANO (1500kcal),https://www.youtube.com/watch?v=Hvh8-5aDdU4,2018-09-26 18:19:25.091000-03:00,Tayná Mota - Vegana Bacana,People & Blogs
5593, COMO FAZER QUEIJO VEGANO QUE DERRETE,https://www.youtube.com/watch?v=ypuprIGX3YU,2018-09-26 18:17:49.093000-03:00,Tayná Mota - Vegana Bacana,People & Blogs
5594," VEGANA COM MENOS DE R$50,00 POR SEMANA! #2 - NO MERCADO",https://www.youtube.com/watch?v=F10FYqcrCeQ,2018-09-23 18:55:21.978000-03:00,Tayná Mota - Vegana Bacana,People & Blogs
5595," VEGANA COM MENOS DE R$50,00 POR SEMANA! (com áudio)",https://www.youtube.com/watch?v=65WxJ2P7b-I,2018-09-23 18:41:36.620000-03:00,Tayná Mota - Vegana Bacana,People & Blogs
5596, COMENDO SÓ RECEITAS VEGANAS DO TASTY DURANTE UM DIA | O QUE EU COMO EM UM DIA #5,https://www.youtube.com/watch?v=fO_ecnGbLcA,2018-09-23 18:29:07.165000-03:00,Tayná Mota - Vegana Bacana,People & Blogs
5597, VIVENDO COM 5 REAIS POR DIA POR 1 SEMANA - DIA 7,https://www.youtube.com/watch?v=c2mmwjv41Vs,2018-09-23 18:28:33.076000-03:00,Fernanda Calheiros,People & Blogs
5598," 5 DIAS DE JEJUM, VOTO DE SILÊNCIO E MEDITAÇÃO",https://www.youtube.com/watch?v=ram9plyBIoo,2018-09-23 15:51:41.477000-03:00,Fernanda Silva, Film & Animation
5599, PORQUE & COMO EU PAREI DE USAR CELULAR,https://www.youtube.com/watch?v=OCHydaU4ea0,2018-09-23 15:50:50.953000-03:00,Fernanda Silva, Film & Animation
5600, SILENCIAR: APROFUNDANDO MINHA CONEXÃO COMIGO MESMA E COM A MINHA INTUIÇÃO,https://www.youtube.com/watch?v=sn27cGtgb1I,2018-09-23 15:50:41.136000-03:00,Fernanda Silva, Film & Animation
5601, NOS MUDAMOS PARA UMA VAN!,https://www.youtube.com/watch?v=xqhomuXqsYY,2018-09-23 15:49:53.626000-03:00,Fernanda Silva, Film & Animation
5602," Participante se recusa a cortar o cabelo, e agora ? | Esquadrão da Moda (31/03/17)",https://www.youtube.com/watch?v=fs15u8NCHcc,2018-09-23 15:43:12.193000-03:00,Esquadrão da Moda,Entertainment
5603, Cabelo de participante não resiste a ideia de Rodrigo Cintra | Esquadrão da Moda (15/09/18),https://www.youtube.com/watch?v=B-7CIGuWRCc,2018-09-23 15:39:22.436000-03:00,Esquadrão da Moda,Entertainment
5604, Meu Mini Apartamento de 4m²,https://www.youtube.com/watch?v=qqdbcddpxFg,2018-09-23 13:02:27.067000-03:00,Midori,Travel & Events
5605, 5 Academic Goals YOU Can Have for 2018 💪,https://www.youtube.com/watch?v=89KGHZpAiDU,2018-01-02 21:52:46.944000-02:00,UnJaded Jade,Education
5606, SKIING MORNING ROUTINE in Austria 2017 🎿❄️,https://www.youtube.com/watch?v=dxkzwdJj5cE,2018-01-02 21:46:34.906000-02:00,UnJaded Jade,Education
5607, 4 REASONS I'M NOT A MINIMALIST !,https://www.youtube.com/watch?v=rxYyqsk2KdI,2018-01-02 21:38:41.965000-02:00,Jenny Mustard,Howto & Style
5608, Primeira Pessoa: Fernanda Oliveira,https://www.youtube.com/watch?v=SkVeFnOvQew,2018-01-02 21:27:04.722000-02:00,Diario de Pernambuco,News & Politics
5609, PERRENGUES DE MODELO | Luiza Scandelari,https://www.youtube.com/watch?v=ZrOdV5XX2hc,2018-01-02 21:15:06.165000-02:00,Luiza Scandelari, Film & Animation
5610, Model's life: O QUE EU COMO EM UM DIA! | Luiza Scandelari,https://www.youtube.com/watch?v=kZREqDDi7V0,2018-01-02 21:06:23.565000-02:00,Luiza Scandelari, Film & Animation
5611, Vida de modelo: Como comecei minha carreira e algumas dicas | Luiza Scandelari,https://www.youtube.com/watch?v=6m0QoSSA0NE,2018-01-02 20:56:14.630000-02:00,Luiza Scandelari, Film & Animation
5612, FAZENDO MEU ALMOÇO! | Luiza Scandelari,https://www.youtube.com/watch?v=Kysqe6eJKjQ,2018-01-02 20:46:41.059000-02:00,Luiza Scandelari,Travel & Events
5613, #CAFÉCOMLUIZA - Doce para o café da manhã! | Luiza Scandelari,https://www.youtube.com/watch?v=rzFUnV2QYWU,2018-01-02 20:45:22.738000-02:00,Luiza Scandelari,People & Blogs
5614, CHEGUEI PARA O NATAL SEM AVISAR NINGUÉM! | Luiza Scandelari,https://www.youtube.com/watch?v=lN015fSLjG8,2018-01-02 20:37:32.031000-02:00,Luiza Scandelari,Travel & Events
5615, OVERNIGHT OATS! - 3 yummy recipes! | #thickchickstayfit,https://www.youtube.com/watch?v=qkvVNXRIEq4,2018-01-02 20:32:31.806000-02:00,LoveBLENDnBeauty,Howto & Style
5616, 3 Ingredient Peanut Butter Cookies | Healthy Snack Ideas,https://www.youtube.com/watch?v=QaeBZ1nPgd0,2018-01-02 16:43:58.759000-02:00,Liezl Jayne Strydom,People & Blogs
5617, Bolinhos de Cookies de Pasta de Amendoim e Aveia,https://www.youtube.com/watch?v=Cwbw_UtEt8E,2018-01-02 16:40:15.474000-02:00,Livia Monteiro,Entertainment
5618, Cookies FIT de Pasta de Amendoim - Power1One,https://www.youtube.com/watch?v=DAjZpw0BDLQ,2018-01-02 16:36:59.786000-02:00,Fit Food Brasil,Sports
5619, Biscoito de Banana e Aveia,https://www.youtube.com/watch?v=VzYa5QVBMAE,2018-01-02 16:09:14.098000-02:00,Presunto Vegetariano,Howto & Style
5620, LEITE DE AVEIA | RECEITA SAUDÁVEL | RAFAEL CAMARGO,https://www.youtube.com/watch?v=Af_yLm7QvKU,2018-01-02 16:04:54.317000-02:00,Rafael Camargo,People & Blogs
5621, Leite de Aveia + Dicas para os Resíduos,https://www.youtube.com/watch?v=DxvmzdZuKUQ,2018-01-02 16:04:26.325000-02:00,Presunto Vegetariano,Howto & Style
5622, How to Meal Prep - Ep. 11 - 2 SNACKS,https://www.youtube.com/watch?v=CbdCSUlh1fU,2018-01-02 15:37:41.446000-02:00,Steph and Adam, Film & Animation
5623, How to Meal Prep - Ep. 43 - CHIA SEED PUDDING,https://www.youtube.com/watch?v=XGzBN4fmyTw,2018-01-02 15:32:40.374000-02:00,Steph and Adam, Film & Animation
5624, How to Meal Prep - Ep. 17 - BREAKFAST,https://www.youtube.com/watch?v=LOQZ8aSKZbw,2018-01-02 15:27:33.862000-02:00,Steph and Adam, Film & Animation
5625, How to Meal Prep - Ep. 23 - OVERNIGHT OATS,https://www.youtube.com/watch?v=fuCbAmGxyow,2018-01-02 15:17:27.863000-02:00,Steph and Adam, Film & Animation
5626, How To Grocery Shop For Meal Prep - Ep. 1 - GRILL,https://www.youtube.com/watch?v=8Tgz-7DfMa8,2018-01-02 15:12:10.055000-02:00,Steph and Adam, Film & Animation
5627, How to Meal Prep - Ep. 8 - BUTTER CHICKEN,https://www.youtube.com/watch?v=bkaVfXAwzNU,2018-01-02 15:07:46.611000-02:00,Steph and Adam, Film & Animation
5628, Rita Ora - Anywhere (Official Video),https://www.youtube.com/watch?v=ksdAs4LBRq8,2018-01-02 09:59:17.514000-02:00,Rita Ora,Entertainment
5629, Camila Cabello - Havana (Audio) ft. Young Thug,https://www.youtube.com/watch?v=HCjNJDNzw8Y,2018-01-02 09:55:30.211000-02:00,CamilaCabelloVEVO,Music
5630, ZAYN - Dusk Till Dawn (Official Video) ft. Sia,https://www.youtube.com/watch?v=tt2k8PGm-TI,2018-01-02 09:49:44.249000-02:00,ZaynVEVO,Music
5631," Luis Fonsi, Demi Lovato - Échame La Culpa (Video Oficial)",https://www.youtube.com/watch?v=TyHvyGVs42U,2018-01-02 09:42:08.709000-02:00,LuisFonsiVEVO,Music
5632, Katy Perry - Hey Hey Hey (Official),https://www.youtube.com/watch?v=WS7f5xpGYn8,2018-01-02 09:37:28.521000-02:00,KatyPerryVEVO,Music
5633, Taylor Swift - Look What You Made Me Do,https://www.youtube.com/watch?v=3tmd-ClpJxA,2018-01-02 09:27:52.175000-02:00,TaylorSwiftVEVO,Music
5634, Demi Lovato - Sorry Not Sorry (Official Video),https://www.youtube.com/watch?v=-MsvER1dpjM,2018-01-02 09:23:36.965000-02:00,DemiLovatoVEVO,Music
5635, Dua Lipa - New Rules (Official Music Video),https://www.youtube.com/watch?v=k2qgadSvNyU,2018-01-02 09:19:49.375000-02:00,Dua Lipa,Music
5636, Halsey - Colors,https://www.youtube.com/watch?v=JGulAZnnTKA,2018-01-02 09:15:32.312000-02:00,HalseyVEVO,Music
5637, ANAVITÓRIA - Cor de Marte (Vevo Presents),https://www.youtube.com/watch?v=myrwQ-_wLcs,2018-01-02 09:07:28.370000-02:00,AnavitoriaVEVO,Music
5638, Anavitória - Barquinho de Papel - MINIDocs® • Ao Vivo em São Paulo,https://www.youtube.com/watch?v=fyOb_rCTiSw,2018-01-02 09:03:26.870000-02:00,MINIDocs,Music
5639, Anavitória - Dengo - MINIDocs® • Ao Vivo em São Paulo,https://www.youtube.com/watch?v=dquAdxtMj2o,2018-01-02 08:58:55.062000-02:00,MINIDocs,Music
5640, ANAVITÓRIA - Behind The Scenes (Vevo Presents),https://www.youtube.com/watch?v=S7HuQeDIn2k,2018-01-02 08:55:18.945000-02:00,AnavitoriaVEVO,Music
5641, ANAVITÓRIA - Agora Eu Quero Ir,https://www.youtube.com/watch?v=2JL8lEorp60,2018-01-02 08:52:21.772000-02:00,AnavitoriaVEVO,Music
5642, ANAVITÓRIA - Singular,https://www.youtube.com/watch?v=Lu_wwks1Eig,2018-01-02 08:49:15.734000-02:00,ANAVITÓRIA,People & Blogs
5643, Banda do Mar - Mais Ninguém (Videoclipe),https://www.youtube.com/watch?v=61jSSF3Vu54,2018-01-02 08:48:40.514000-02:00,BandadoMarVEVO,Music
5644, 5 a seco - pra você dar o nome [OFICIAL],https://www.youtube.com/watch?v=dD6MedpQykI,2018-01-02 08:43:14.800000-02:00,5 a seco,Music
5645, Rubel - Quando Bate Aquela Saudade [Clipe Oficial],https://www.youtube.com/watch?v=tMWpm_GOLaA,2018-01-02 08:36:21.186000-02:00,Rubel,Music
5646, oração . a banda mais bonita da cidade (c/ leo fressato),https://www.youtube.com/watch?v=QW0i1U4u0KE,2018-01-02 08:31:20.210000-02:00,a banda mais bonita da cidade,Music
5647, Matcha Latte at Home,https://www.youtube.com/watch?v=WLhPFqZ35FI,2018-01-02 08:18:58.480000-02:00,javaimagi,Howto & Style
5648, Matcha 101 + How To Make a Matcha Latte,https://www.youtube.com/watch?v=DbgI7MdCqnU,2018-01-02 08:15:30.171000-02:00,Clean & Delicious,Howto & Style
5649, 12 Things You Should Probably Replace In Your Home | The Financial Diet,https://www.youtube.com/watch?v=j6vf-k8qIp8,2018-01-02 08:10:53.657000-02:00,The Financial Diet,Howto & Style
5650, 11 Things I Cut from My Budget And Don't Miss At All | The Financial Diet,https://www.youtube.com/watch?v=R1w1vFBhcIw,2018-01-02 08:02:51.099000-02:00,The Financial Diet,Education
5651, 12 Side Hustles You Can Do From Bed | The Financial Diet,https://www.youtube.com/watch?v=iZygsJAncw0,2018-01-02 07:54:55.048000-02:00,The Financial Diet,Education
5652," She Makes $40,000 Per Month on Amazon at 23 Years Old",https://www.youtube.com/watch?v=_0TsRzZg3cQ,2018-01-02 07:36:18.821000-02:00,Project Life Mastery,Howto & Style
5653," Morning Rituals of Tony Robbins, Oprah, Steve Jobs, Lady Gaga and the Most Successful People",https://www.youtube.com/watch?v=Xb02qGHngb0,2018-01-02 07:29:51.446000-02:00,Project Life Mastery,Howto & Style
5654, 10 Morning Routine Habits of Successful People,https://www.youtube.com/watch?v=ifGg5JykgQo,2018-01-02 07:20:08.324000-02:00,Practical Psychology,Education
